#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType
2306539|2011-01-22T00:48:45.980000|43.14|18.784|10.0|BULLETIN-SISPICK||||ML|4.1|--|Montenegro [Land]|earthquake
2306989|2011-01-24T01:26:37.800000|43.136|18.859|10.0|BULLETIN-SISPICK||||ML|4.4|--|Montenegro [Land]|earthquake
2309159|2011-01-29T17:41:37.000000|47.51|18.38|5.0|CSEM||||mb|4.3|--|Hungary|earthquake
2312199|2011-02-08T16:29:45.520000|43.867|17.358|10.0|BULLETIN-SISPICK||||ML|4.0|--|Bosnia and Herz. [Land]|earthquake
2339829|2011-04-16T17:16:17.750000|44.348|17.795|10.0|BULLETIN-SISPICK||||ML|4.0|--|Bosnia and Herz. [Land]|earthquake
2343769|2011-04-24T13:02:12.030000|35.826|14.905|9.7|BULLETIN-SISPICK||||ML|4.3|--|Mar Ionio Meridionale (MARE)|earthquake
2345959|2011-04-28T23:30:44.460000|44.738|17.308|10.0|BULLETIN-SISPICK||||ML|4.5|--|Bosnia and Herz. [Land]|earthquake
2350579|2011-05-06T15:12:35.050000|37.79|14.963|28.1|BULLETIN-SISPICK||||Mw|4.1|--|10 km SE Maletto (CT)|earthquake
2351099|2011-05-06T23:44:52.390000|44.949|15.04|10.0|BULLETIN-SISPICK||||ML|4.2|--|Costa Croata Settentrionale (CROAZIA)|earthquake
2358199|2011-05-19T14:50:51.560000|39.065|15.13|297.9|BULLETIN-SISPICK||||ML|4.6|--|Tirreno Meridionale (MARE)|earthquake
2387509|2011-06-23T22:02:46.710000|38.064|14.784|7.3|BULLETIN-SISPICK||||Mw|4.5|--|1 km SE San Salvatore di Fitalia (ME)|earthquake
2396429|2011-07-07T19:21:48.590000|42.026|7.625|45.8|BULLETIN-SISPICK||||ML|4.7|--|Mare di Corsica (MARE)|earthquake
2399259|2011-07-12T06:53:22.470000|43.927|11.855|7.6|BULLETIN-SISPICK||||Mw|4.1|--|5 km W Santa Sofia (FC)|earthquake
2403649|2011-07-17T18:30:27.310000|45.01|11.367|2.4|BULLETIN-SISPICK||||Mw|4.5|--|1 km SW Ceneselli (RO)|earthquake
2406369|2011-07-25T12:31:20.460000|45.016|7.365|11.0|BULLETIN-SISPICK||||Mw|4.3|--|3 km S Giaveno (TO)|earthquake
2417969|2011-08-20T09:07:48.000000|43.39|17.56|2.0|CSEM||||ML|4.1|--|Bosnia and Herz. [Land]|earthquake
2433819|2011-09-25T13:17:11.410000|42.389|18.472|10.0|BULLETIN-SISPICK||||ML|4.0|--|Costa Montenegro (MONTENEGRO)|earthquake
2442459|2011-10-20T06:11:18.860000|44.521|9.393|5.1|BULLETIN-SISPICK||||ML|4.0|--|1 km SE Rezzoaglio (GE)|earthquake
2448419|2011-11-04T11:22:02.180000|39.872|14.989|344.0|BULLETIN-SISPICK||||ML|4.0|--|Costa Cilentana (Salerno)|earthquake
2451889|2011-11-15T04:59:00.360000|38.274|14.671|8.4|BULLETIN-SISPICK||||Mw|4.1|--|Costa Siciliana nord-orientale (Messina)|earthquake
2465209|2011-12-12T17:04:42.030000|43.286|19.586|10.0|BULLETIN-SISPICK||||ML|4.8|--|Serbia [Land]|earthquake
2466099|2011-12-14T19:47:14.000000|42.93|17.89|2.0|CSEM||||ML|4.0|--|Bosnia and Herz. [Land]|earthquake
2467229|2011-12-18T15:01:01.810000|35.976|12.652|32.1|BULLETIN-SISPICK||||ML|4.5|--|Canale di Sicilia meridionale (MARE)|earthquake
2479469|2012-01-25T08:06:37.090000|44.871|10.51|29.0|BULLETIN-SISPICK||||Mw|4.9|--|4 km S Brescello (RE)|earthquake
2480219|2012-01-27T14:53:12.740000|44.523|10.009|72.4|BULLETIN-SISPICK||||Mw|4.9|--|2 km NE Berceto (PR)|earthquake
2486759|2012-02-24T17:31:37.000000|42.49|19.23|7.0|CSEM||||mb|4.0|--|Montenegro [Land]|earthquake
2487659|2012-02-26T22:37:55.920000|44.502|6.759|10.4|BULLETIN-SISPICK||||Mw|4.1|--|Confine Italia-Francia (FRANCIA)|earthquake
2490369|2012-03-05T15:15:06.990000|44.494|9.354|10.8|BULLETIN-SISPICK||||Mw|4.0|--|5 km SW Rezzoaglio (GE)|earthquake
2496529|2012-03-26T03:00:16.820000|41.779|19.342|10.0|BULLETIN-SISPICK||||ML|4.5|--|Costa Albanese settentrionale (ALBANIA)|earthquake
2502639|2012-04-13T06:21:32.630000|38.345|13.304|9.2|BULLETIN-SISPICK||||Mw|4.3|--|Costa Siciliana centro-settentrionale (Palermo)|earthquake
772141|2012-05-19T23:13:25.620000|44.9107|11.2472|9.3|BULLETIN-INGV||||Mw|4.0|--|9 km NW Finale Emilia (MO)|earthquake
772691|2012-05-20T02:03:50.170000|44.8955|11.2635|9.5|BULLETIN-INGV||||Mw|5.8|--|7 km NW Finale Emilia (MO)|earthquake
773041|2012-05-20T02:06:12.050000|44.8787|11.1202|5.0|BULLETIN-INGV||||ML|4.8|--|4 km E Mirandola (MO)|earthquake
772991|2012-05-20T02:06:26.470000|44.9052|11.165|4.3|BULLETIN-INGV||||ML|4.8|--|7 km N San Felice sul Panaro (MO)|earthquake
773011|2012-05-20T02:07:28.950000|44.8737|11.2703|6.1|BULLETIN-INGV||||ML|5.0|--|5 km NW Finale Emilia (MO)|earthquake
773071|2012-05-20T02:09:48.350000|44.8338|11.3402|4.9|BULLETIN-INGV||||ML|4.3|--|3 km E Finale Emilia (MO)|earthquake
773101|2012-05-20T02:11:45.550000|44.8603|11.3412|10.9|BULLETIN-INGV||||ML|4.3|--|5 km NE Finale Emilia (MO)|earthquake
773111|2012-05-20T02:12:40.470000|44.87|11.219|6.7|BULLETIN-INGV||||ML|4.3|--|7 km E San Felice sul Panaro (MO)|earthquake
773221|2012-05-20T02:20:56.520000|44.8518|10.9483|5.0|BULLETIN-INGV||||ML|4.2|--|6 km SW San Possidonio (MO)|earthquake
773261|2012-05-20T02:21:50.490000|44.8903|11.1152|4.9|BULLETIN-INGV||||ML|4.1|--|4 km E Mirandola (MO)|earthquake
773541|2012-05-20T02:35:32.440000|44.8247|11.4788|25.9|BULLETIN-INGV||||ML|4.0|--|1 km E Mirabello (FE)|earthquake
773591|2012-05-20T02:39:07.410000|44.8813|11.227|6.6|BULLETIN-INGV||||ML|4.0|--|8 km NW Finale Emilia (MO)|earthquake
774071|2012-05-20T03:02:47.090000|44.8597|11.152|9.1|BULLETIN-INGV||||ML|5.0|--|2 km NE San Felice sul Panaro (MO)|earthquake
779991|2012-05-20T09:13:18.490000|44.8682|11.2362|7.2|BULLETIN-INGV||||ML|4.2|--|6 km NW Finale Emilia (MO)|earthquake
783491|2012-05-20T13:18:01.770000|44.8135|11.4407|3.4|REMO-INGV||||Mw|4.9|--|2 km SW Mirabello (FE)|earthquake
783561|2012-05-20T13:21:05.310000|44.8332|11.3513|8.3|REMO-INGV||||ML|4.1|--|4 km E Finale Emilia (MO)|earthquake
786001|2012-05-20T17:37:14.140000|44.8653|11.305|5.4|REMO-INGV||||Mw|4.2|--|4 km N Finale Emilia (MO)|earthquake
786031|2012-05-20T17:38:14.380000|44.8798|11.2532|3.7|REMO-INGV||||ML|4.6|--|6 km NW Finale Emilia (MO)|earthquake
793641|2012-05-21T16:37:31.360000|44.8657|11.3055|3.6|REMO-INGV||||ML|4.1|--|4 km N Finale Emilia (MO)|earthquake
833261|2012-05-28T01:06:26.830000|39.8692|16.1022|8.3|BULLETIN-INGV||||Mw|4.3|--|4 km NW Morano Calabro (CS)|earthquake
841091|2012-05-29T07:00:02.880000|44.8417|11.0657|8.1|REMO-INGV||||Mw|5.6|--|1 km SW Medolla (MO)|earthquake
841231|2012-05-29T07:07:20.910000|44.8463|10.9902|3.5|REMO-INGV||||ML|4.0|--|3 km W Cavezzo (MO)|earthquake
844031|2012-05-29T08:25:51.480000|44.8647|10.9475|7.9|REMO-INGV||||ML|5.0|--|5 km SE Novi di Modena (MO)|earthquake
844021|2012-05-29T08:27:22.650000|44.8832|11.0415|6.0|REMO-INGV||||ML|4.6|--|2 km W Mirandola (MO)|earthquake
844401|2012-05-29T08:40:57.440000|44.8695|10.9663|4.1|REMO-INGV||||Mw|4.1|--|4 km SW San Possidonio (MO)|earthquake
844451|2012-05-29T08:41:42.330000|44.8772|10.9465|6.5|REMO-INGV||||ML|4.1|--|4 km E Novi di Modena (MO)|earthquake
845561|2012-05-29T09:29:37.090000|44.8835|11.0023|6.4|REMO-INGV||||ML|4.1|--|1 km SE San Possidonio (MO)|earthquake
846551|2012-05-29T10:03:25.760000|44.857|11.1007|2.5|REMO-INGV||||ML|4.0|--|2 km E Medolla (MO)|earthquake
847781|2012-05-29T10:55:56.550000|44.8652|10.9795|4.4|REMO-INGV||||Mw|5.3|--|3 km SW San Possidonio (MO)|earthquake
847921|2012-05-29T11:00:01.680000|44.8558|10.941|8.7|REMO-INGV||||ML|5.0|--|5 km SE Novi di Modena (MO)|earthquake
847911|2012-05-29T11:00:22.990000|44.866|10.9763|7.2|BULLETIN-INGV||||ML|5.1|--|3 km SW San Possidonio (MO)|earthquake
848071|2012-05-29T11:07:04.630000|44.893|11.0333|8.0|REMO-INGV||||ML|4.0|--|3 km W Mirandola (MO)|earthquake
908231|2012-06-03T19:20:43.390000|44.886|10.9502|8.7|REMO-INGV||||Mw|4.7|--|4 km W San Possidonio (MO)|earthquake
925601|2012-06-06T04:08:31.410000|44.3995|12.3222|31.1|BULLETIN-INGV||||Mw|4.0|--|Costa Ravennate (Ravenna)|earthquake
941041|2012-06-09T02:04:56.600000|46.1803|12.4882|6.9|BULLETIN-INGV||||Mw|4.0|--|6 km W Barcis (PN)|earthquake
984931|2012-06-18T22:09:56.890000|39.7957|6.7183|8.9|BULLETIN-INGV||||ML|4.2|--|Mare di Sardegna (MARE)|earthquake
1044341|2012-07-04T11:12:09.930000|37.4747|16.7988|38.4|BULLETIN-INGV||||Mw|4.5|--|Mar Ionio Meridionale (MARE)|earthquake
1044741|2012-07-04T13:27:13.690000|38.4152|15.1597|175.0|BULLETIN-INGV||||ML|4.1|--|Isole Eolie (Messina)|earthquake
1126491|2012-07-27T23:12:22.210000|44.2405|18.0015|10.0|BULLETIN-INGV||||ML|4.8|--|Bosnia and Herz. [Land]|earthquake
1133491|2012-07-30T09:01:17.370000|44.233|17.9577|10.0|BULLETIN-INGV||||ML|4.6|--|Bosnia and Herz. [Land]|earthquake
1177001|2012-08-12T01:21:36.800000|41.7267|16.2543|29.1|BULLETIN-INGV||||ML|4.2|--|Costa Garganica (Foggia)|earthquake
1181361|2012-08-13T07:30:51.890000|38.528|13.7277|26.8|BULLETIN-INGV||||ML|4.1|--|Tirreno Meridionale (MARE)|earthquake
1242871|2012-08-28T23:12:15.470000|38.2052|15.7282|48.9|BULLETIN-INGV||||Mw|4.5|--|1 km SW San Roberto (RC)|earthquake
1335371|2012-09-27T01:08:22.650000|41.1763|14.9208|10.3|BULLETIN-INGV||||Mw|4.2|--|2 km W Sant'Arcangelo Trimonte (BN)|earthquake
1342531|2012-09-29T00:39:43.440000|38.4917|14.8245|250.1|BULLETIN-INGV||||ML|4.2|--|Isole Eolie (Messina)|earthquake
1361241|2012-10-03T14:41:29.360000|44.7828|9.6703|23.8|BULLETIN-INGV||||Mw|4.3|--|5 km E Bettola (PC)|earthquake
1407691|2012-10-16T15:10:57.750000|39.6702|15.7417|275.5|BULLETIN-INGV||||ML|4.6|--|Costa Calabra nord-occidentale (Cosenza)|earthquake
1436611|2012-10-25T23:05:24.730000|39.8747|16.0158|9.7|BULLETIN-INGV||||Mw|5.2|--|3 km SE Mormanno (CS)|earthquake
1525511|2012-11-12T23:18:41.970000|42.5318|18.9892|10.0|BULLETIN-INGV||||Mw|4.3|--|Montenegro [Land]|earthquake
1526471|2012-11-13T07:06:33.340000|38.2345|15.8543|78.4|BULLETIN-INGV||||ML|4.4|--|3 km S Sant'Eufemia d'Aspromonte (RC)|earthquake
1528951|2012-11-13T23:24:09.680000|42.5223|18.9612|10.0|BULLETIN-INGV||||ML|4.5|--|Montenegro [Land]|earthquake
1575121|2012-11-27T19:06:21.000000|40.8|19.62|10.0|AGENDA-INGV||||ML|4.0|--|Costa Albanese settentrionale (ALBANIA)|not reported
1585961|2012-12-03T04:36:00.660000|46.1903|14.7847|7.3|BULLETIN-INGV||||ML|4.1|--|Slovenia (SLOVENIA)|earthquake
1589621|2012-12-05T01:18:20.290000|42.9153|13.6617|17.5|BULLETIN-INGV||||Mw|4.1|--|2 km N Appignano del Tronto (AP)|earthquake
1607291|2012-12-13T21:39:27.470000|41.1323|19.6553|10.0|BULLETIN-INGV||||Mw|4.0|--|Costa Albanese settentrionale (ALBANIA)|earthquake
1653691|2013-01-04T07:50:06.080000|37.8787|14.7195|15.1|BULLETIN-INGV||||Mw|4.2|--|4 km NE San Teodoro (ME)|earthquake
1687611|2013-01-17T13:21:53.000000|43.78|16.55|5.0|AGENDA-INGV||||ML|4.2|--|Croatia [Land]|earthquake
1697041|2013-01-25T14:48:18.270000|44.1643|10.4458|19.8|BULLETIN-INGV||||Mw|4.8|--|3 km NE Castiglione di Garfagnana (LU)|earthquake
1715181|2013-01-31T08:04:09.220000|39.778|19.8673|18.3|BULLETIN-INGV||||ML|4.0|--|Confine Grecia-Albania (GRECIA, ALBANIA)|earthquake
1720291|2013-02-02T13:35:34.280000|46.4622|14.6327|10.0|BULLETIN-INGV||||ML|4.4|--|Confine Austri-Slovenia (AUSTRIA, SLOVENIA)|earthquake
1723191|2013-02-04T04:29:49.000000|43.76|16.45|10.0|AGENDA-INGV||||ML|4.3|--|Croatia [Land]|earthquake
1744261|2013-02-16T21:16:09.290000|41.7143|13.5697|17.1|BULLETIN-INGV||||Mw|4.8|--|4 km W Sora (FR)|earthquake
1818071|2013-03-24T15:47:21.950000|37.7075|16.4712|38.2|BULLETIN-INGV||||Mw|4.4|--|Mar Ionio Settentrionale (MARE)|earthquake
2140581|2013-06-16T20:05:00.000000|45.78|14.83|10.0|AGENDA-INGV||||ML|4.2|--|Slovenia (SLOVENIA)|earthquake
2151711|2013-06-21T10:33:56.980000|44.1308|10.1357|7.0|BULLETIN-INGV||||Mw|5.1|--|7 km NE Carrara (MS)|earthquake
2153751|2013-06-21T12:12:39.660000|44.1625|10.1348|8.1|BULLETIN-INGV||||Mw|4.0|--|6 km SW Casola in Lunigiana (MS)|earthquake
2169981|2013-06-22T08:41:08.000000|40.21|19.58|10.0|AGENDA-INGV||||Mw|4.1|--|Costa Albanese meridionale (ALBANIA)|earthquake
2181341|2013-06-23T15:01:33.860000|44.1683|10.2008|9.2|BULLETIN-INGV||||Mw|4.4|--|1 km W Minucciano (LU)|earthquake
2243071|2013-06-30T14:40:08.480000|44.1595|10.1867|6.1|BULLETIN-INGV||||Mw|4.5|--|2 km SW Minucciano (LU)|earthquake
2313261|2013-07-11T04:32:20.940000|43.8162|12.0552|8.5|BULLETIN-INGV||||Mw|4.0|--|4 km E Verghereto (FC)|earthquake
2367191|2013-07-21T01:32:24.240000|43.5088|13.7225|7.9|BULLETIN-INGV||||Mw|4.9|--|Costa Marchigiana Maceratese (Macerata)|earthquake
2368131|2013-07-21T03:07:24.440000|43.5028|13.7152|8.6|BULLETIN-INGV||||ML|4.0|--|Costa Marchigiana Maceratese (Macerata)|earthquake
2398441|2013-07-30T12:58:33.000000|45.14|15.08|20.0|AGENDA-INGV||||Mw|4.2|--|Costa Croata Settentrionale (CROAZIA)|earthquake
2447791|2013-08-15T23:04:58.470000|38.1627|14.9137|25.6|BULLETIN-INGV||||Mw|4.4|--|2 km SE Gioiosa Marea (ME)|earthquake
2447831|2013-08-15T23:06:51.200000|38.1627|14.9138|24.8|BULLETIN-INGV||||ML|4.2|--|2 km SE Gioiosa Marea (ME)|earthquake
2476111|2013-08-22T06:44:51.580000|43.5392|13.7238|8.9|BULLETIN-INGV||||Mw|4.2|--|Costa Marchigiana Anconetana (Ancona)|earthquake
2484671|2013-08-24T17:18:18.770000|36.7135|15.0773|8.7|BULLETIN-INGV||||ML|4.0|--|2 km W Pachino (SR)|earthquake
2528751|2013-09-02T01:14:13.440000|39.5792|15.2467|323.2|BULLETIN-INGV||||ML|4.3|--|Tirreno Meridionale (MARE)|earthquake
2751961|2013-11-18T07:58:41.050000|43.6482|16.9502|8.1|BULLETIN-INGV||||ML|4.8|--|Bosnia and Herz. [Land]|earthquake
2871391|2013-12-29T06:54:58.890000|43.0538|17.2092|10.0|SURVEY-INGV||||Mw|4.0|--|Costa Croata meridionale (CROAZIA)|earthquake
2874261|2013-12-29T17:08:43.230000|41.3952|14.4342|20.4|BULLETIN-INGV||||Mw|5.0|--|5 km E San Gregorio Matese (CE)|earthquake
2984371|2014-01-20T06:00:15.000000|41.27|19.46|10.0|AGENDA-INGV||||ML|4.5|--|Costa Albanese settentrionale (ALBANIA)|earthquake
2984381|2014-01-20T06:26:52.000000|41.25|19.58|10.0|AGENDA-INGV||||ML|4.1|--|Costa Albanese settentrionale (ALBANIA)|earthquake
2984451|2014-01-20T07:12:40.010000|41.367|14.4518|17.2|BULLETIN-INGV||||Mw|4.2|--|6 km NE San Potito Sannitico (CE)|earthquake
3193001|2014-03-13T17:31:59.480000|45.673|14.8955|8.3|BULLETIN-INGV||||ML|4.3|--|Slovenia (SLOVENIA)|earthquake
3349031|2014-04-05T10:24:44.370000|38.766|17.2525|75.2|BULLETIN-INGV||||Mw|4.7|--|Mar Ionio Settentrionale (MARE)|earthquake
3359291|2014-04-07T19:26:59.790000|44.4975|6.7067|11.1|BULLETIN-INGV||||Mw|4.7|--|Confine Italia-Francia (FRANCIA)|earthquake
3438821|2014-04-21T21:25:29.200000|41.7918|19.2993|10.0|BULLETIN-INGV||||Mw|4.0|--|Costa Albanese settentrionale (ALBANIA)|earthquake
3440571|2014-04-22T08:58:27.420000|45.6223|14.2533|10.0|BULLETIN-INGV||||Mw|4.3|--|Slovenia (SLOVENIA)|earthquake
3515651|2014-05-07T06:20:06.900000|37.75|19.78|10.0|SURVEY-INGV-CSEM||||ML|4.3|--|Mar Ionio Meridionale (MARE)|earthquake
3577351|2014-05-19T00:59:20.000000|40.95|19.82|2.0|SURVEY-INGV-CSEM||||Mw|4.8|--|Albania|earthquake
3678251|2014-06-06T13:41:38.310000|39.8997|16.091|8.2|BULLETIN-INGV||||Mw|4.0|--|7 km NW Morano Calabro (CS)|earthquake
4019381|2014-08-04T05:54:00.830000|38.6913|15.7302|175.6|BULLETIN-INGV||||ML|4.3|--|Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)|earthquake
4140991|2014-08-30T18:16:47.300000|44.42|16.28|10.0|SURVEY-INGV-GEOFON||||M|4.1|--|Bosnia and Herz. [Land]|earthquake
4170121|2014-09-07T10:45:01.120000|44.1188|10.6717|17.5|BULLETIN-INGV||||Mw|4.1|--|3 km S Abetone (PT)|earthquake
4249691|2014-09-26T23:38:10.590000|36.7422|16.4352|39.1|BULLETIN-INGV||||ML|4.0|--|Mar Ionio Meridionale (MARE)|earthquake
4404331|2014-11-10T20:48:15.000000|39.2428|19.4707|5.3|BULLETIN-INGV||||ML|4.1|--|Mar Ionio Settentrionale (MARE)|earthquake
4660331|2014-12-14T14:33:27.670000|40.4557|15.141|329.1|BULLETIN-INGV||||ML|4.0|--|3 km SE Albanella (SA)|earthquake
4694251|2014-12-19T10:36:30.620000|43.6058|11.2405|8.6|BULLETIN-INGV||||Mw|4.1|--|7 km W Greve in Chianti (FI)|earthquake
4764881|2014-12-24T11:40:10.930000|41.7067|14.9557|18.0|BULLETIN-INGV||||Mw|4.0|--|2 km E Bonefro (CB)|earthquake
4782251|2014-12-28T21:43:38.100000|39.289|16.3575|14.0|BULLETIN-INGV||||Mw|4.3|--|1 km E Spezzano Piccolo (CS)|earthquake
4784751|2014-12-29T20:34:12.940000|41.6115|19.2918|10.0|SURVEY-INGV||||Mw|4.5|--|Costa Albanese settentrionale (ALBANIA)|earthquake
4875411|2015-01-23T06:51:20.340000|44.1275|11.1207|9.6|BULLETIN-INGV||||Mw|4.3|--|3 km SW Castiglione dei Pepoli (BO)|earthquake
4931441|2015-02-06T08:52:27.300000|38.6963|15.1562|255.8|BULLETIN-INGV||||Mw|4.7|--|Isole Eolie (Messina)|earthquake
5025051|2015-02-28T03:16:18.170000|41.9498|13.534|10.6|BULLETIN-INGV||||Mw|4.1|--|1 km SW Trasacco (AQ)|earthquake
5261501|2015-04-15T16:57:02.530000|38.9063|15.4712|256.6|BULLETIN-INGV||||Mw|4.3|--|Tirreno Meridionale (MARE)|earthquake
5330251|2015-04-24T15:02:53.600000|44.2498|11.9085|22.2|BULLETIN-INGV||||ML|4.0|--|5 km SE Faenza (RA)|earthquake
5422511|2015-05-09T08:22:41.660000|38.6048|15.3637|214.7|BULLETIN-INGV||||ML|4.5|--|Tirreno Meridionale (MARE)|earthquake
5432461|2015-05-11T08:26:30.030000|37.1827|16.7903|46.9|BULLETIN-INGV||||Mw|4.4|--|Mar Ionio Meridionale (MARE)|earthquake
5492781|2015-05-21T15:31:20.413000|37.8053|19.8611|13.5|SURVEY-INGV-A||||mb|4.6|--|Mar Ionio Meridionale (MARE)|earthquake
5494851|2015-05-22T06:31:15.980000|37.5587|19.8063|11.5|SURVEY-INGV||||ML|4.0|--|Mar Ionio Meridionale (MARE)|earthquake
5527661|2015-05-29T13:07:56.160000|42.9652|14.3837|14.6|BULLETIN-INGV||||Mw|4.2|--|Costa Abruzzese-Teramo (Teramo)|earthquake
5731211|2015-07-06T13:42:14.720000|42.4682|19.4077|16.5|SURVEY-INGV||||ML|4.2|--|Montenegro [Land]|earthquake
5877751|2015-08-02T06:58:05.730000|39.3998|15.7382|247.3|BULLETIN-INGV||||ML|4.0|--|Costa Calabra nord-occidentale (Cosenza)|earthquake
5884121|2015-08-03T07:27:49.300000|39.1482|16.4895|19.2|BULLETIN-INGV||||Mw|4.0|--|7 km E Parenti (CS)|earthquake
6019261|2015-08-29T18:47:03.310000|46.314|13.5887|6.2|BULLETIN-INGV||||Mw|4.0|--|Confine Italia-Slovenia (SLOVENIA)|earthquake
6159061|2015-10-14T10:20:51.200000|38.8163|14.833|300.7|BULLETIN-INGV||||ML|4.2|--|Tirreno Meridionale (MARE)|earthquake
6163551|2015-10-16T00:16:23.650000|39.4242|15.7312|249.6|BULLETIN-INGV||||Mw|4.4|--|Costa Calabra nord-occidentale (Cosenza)|earthquake
6203431|2015-11-01T07:52:34.318000|45.878|15.5725|10.1|SURVEY-INGV-A||||mb|4.8|--|Confine Slovenia-Croazia (SLOVENIA, CROAZIA)|earthquake
6286861|2015-12-06T03:22:49.210000|42.4075|15.1968|10.0|BULLETIN-INGV||||Mw|4.2|--|Adriatico Centrale (MARE)|earthquake
6288651|2015-12-06T16:24:38.730000|42.4007|15.2387|12.0|BULLETIN-INGV||||Mw|4.4|--|Adriatico Centrale (MARE)|earthquake
6316841|2015-12-20T09:46:03.780000|38.3418|13.5663|22.7|BULLETIN-INGV||||Mw|4.2|--|Costa Siciliana centro-settentrionale (Palermo)|earthquake
6347331|2016-01-02T12:36:26.210000|36.4637|11.9838|28.8|BULLETIN-INGV||||ML|4.2|--|Canale di Sicilia meridionale (MARE)|earthquake
6354021|2016-01-06T18:44:44.250000|39.8397|15.5973|286.4|BULLETIN-INGV||||ML|4.1|--|Golfo di Policastro (Salerno, Potenza)|earthquake
6369501|2016-01-13T17:01:29.180000|36.0702|14.7908|15.2|BULLETIN-INGV||||ML|4.1|--|Canale di Sicilia meridionale (MARE)|earthquake
6376371|2016-01-16T18:55:11.870000|41.5272|14.5987|10.2|BULLETIN-INGV||||Mw|4.3|--|3 km E Baranello (CB)|earthquake
6431031|2016-02-08T15:35:43.390000|36.9745|14.8678|7.4|BULLETIN-INGV||||Mw|4.2|--|10 km SW Palazzolo Acreide (SR)|earthquake
6446551|2016-02-14T14:51:31.769000|43.0022|17.45|19.8|SURVEY-INGV-A||||mb|4.5|--|Costa Croata meridionale (CROAZIA)|earthquake
6484791|2016-03-06T08:12:36.170000|38.1983|16.7427|38.6|BULLETIN-INGV||||Mw|4.0|--|Mar Ionio Settentrionale (MARE)|earthquake
6538201|2016-03-27T13:09:29.190000|41.3077|19.3567|10.1|SURVEY-INGV-A||||mb|4.5|--|Costa Albanese settentrionale (ALBANIA)|earthquake
6578221|2016-04-09T07:23:37.545000|37.742|19.8259|19.7|SURVEY-INGV-A||||mb|4.3|--|Mar Ionio Meridionale (MARE)|earthquake
6765511|2016-05-30T20:24:20.460000|42.7003|11.9762|7.9|BULLETIN-INGV||||Mw|4.1|--|1 km SW Castel Giorgio (TR)|earthquake
6777411|2016-06-02T10:49:13.097000|36.3867|11.1357|19.5|SURVEY-INGV-A||||mb|4.3|--|Costa Tunisina (TUNISIA)|earthquake
6780801|2016-06-03T09:59:50.710000|36.1657|13.026|8.6|BULLETIN-INGV||||ML|4.0|--|Canale di Sicilia meridionale (MARE)|earthquake
7073641|2016-08-24T01:36:32.000000|42.6983|13.2335|8.1|BULLETIN-INGV||||Mw|6.0|--|1 km W Accumoli (RI)|earthquake
7073711|2016-08-24T01:37:26.580000|42.7123|13.2533|9.0|BULLETIN-INGV||||ML|4.5|--|2 km N Accumoli (RI)|earthquake
7074171|2016-08-24T01:56:00.580000|42.6008|13.2763|7.7|BULLETIN-INGV||||Mw|4.3|--|3 km SW Amatrice (RI)|earthquake
7076161|2016-08-24T02:33:28.890000|42.7922|13.1507|8.0|BULLETIN-INGV||||Mw|5.4|--|5 km E Norcia (PG)|earthquake
7079501|2016-08-24T03:40:10.930000|42.6143|13.2437|10.7|BULLETIN-INGV||||Mw|4.1|--|4 km W Amatrice (RI)|earthquake
7081331|2016-08-24T04:06:50.980000|42.771|13.1238|6.2|BULLETIN-INGV||||Mw|4.4|--|3 km SE Norcia (PG)|earthquake
7105011|2016-08-24T11:50:30.560000|42.8197|13.1602|9.8|BULLETIN-INGV||||Mw|4.5|--|6 km E Norcia (PG)|earthquake
7122651|2016-08-24T17:46:09.500000|42.6587|13.2147|10.3|BULLETIN-INGV||||Mw|4.2|--|5 km SW Accumoli (RI)|earthquake
7141891|2016-08-24T23:22:05.830000|42.6535|13.2098|11.8|BULLETIN-INGV||||Mw|4.0|--|6 km NE Cittareale (RI)|earthquake
7154631|2016-08-25T03:17:16.700000|42.7452|13.1927|9.0|BULLETIN-INGV||||Mw|4.3|--|7 km NW Accumoli (RI)|earthquake
7182461|2016-08-25T12:36:05.210000|42.6003|13.2823|7.5|BULLETIN-INGV||||Mw|4.4|--|3 km S Amatrice (RI)|earthquake
7224451|2016-08-26T04:28:25.910000|42.6048|13.2915|8.7|BULLETIN-INGV||||Mw|4.8|--|3 km S Amatrice (RI)|earthquake
7265151|2016-08-27T02:50:59.310000|42.8428|13.2377|7.8|BULLETIN-INGV||||Mw|4.0|--|8 km W Montegallo (AP)|earthquake
7343701|2016-08-28T15:55:35.390000|42.8232|13.2323|8.7|BULLETIN-INGV||||Mw|4.2|--|8 km NW Arquata del Tronto (AP)|earthquake
7606481|2016-09-03T01:34:12.150000|42.7698|13.1323|8.9|BULLETIN-INGV||||Mw|4.2|--|4 km SE Norcia (PG)|earthquake
7624821|2016-09-03T10:18:51.210000|42.8607|13.2173|8.3|BULLETIN-INGV||||Mw|4.3|--|6 km SE Castelsantangelo sul Nera (MC)|earthquake
8538851|2016-10-16T09:32:35.480000|42.7477|13.1757|9.2|BULLETIN-INGV||||Mw|4.0|--|8 km NW Accumoli (RI)|earthquake
8663031|2016-10-26T17:10:36.980000|42.8747|13.1243|8.1|BULLETIN-INGV||||Mw|5.4|--|3 km SW Castelsantangelo sul Nera (MC)|earthquake
