#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType
1363489|2002-09-20T23:06:03.830000|38.455|13.742|5.0|BULLETIN-VAX||||Md|4.4|--|Tirreno Meridionale (MARE)|earthquake
1365529|2002-09-27T06:10:44.940000|38.438|13.695|5.0|BULLETIN-VAX||||Md|4.3|--|Tirreno Meridionale (MARE)|earthquake
1366019|2002-09-28T02:46:46.300000|38.469|13.709|5.0|BULLETIN-VAX||||Md|4.0|--|Tirreno Meridionale (MARE)|earthquake
1366859|2002-09-30T02:48:30.970000|46.414|13.731|5.0|BULLETIN-VAX||||ML|4.1|--|V3 Tarvisio (ITALIA, AUSTRIA, SLOVENIA)|earthquake
1368029|2002-10-02T22:57:26.400000|38.459|13.714|8.7|BULLETIN-VAX||||Md|4.2|--|Tirreno Meridionale (MARE)|earthquake
1372289|2002-10-23T11:01:27.170000|42.686|17.369|10.0|BULLETIN-VAX||||ML|4.5|--|Costa Croata meridionale (CROAZIA)|earthquake
1373329|2002-10-27T01:13:35.170000|37.806|15.002|5.0|BULLETIN-VAX||||ML|4.0|--|9 km SE Randazzo (CT)|earthquake
1373369|2002-10-27T01:28:19.810000|37.799|15.175|5.0|BULLETIN-VAX||||ML|4.1|--|1 km S Piedimonte Etneo (CT)|earthquake
1373419|2002-10-27T01:58:12.580000|37.731|14.983|5.0|BULLETIN-VAX||||Md|4.0|--|11 km W Zafferana Etnea (CT)|earthquake
1373549|2002-10-27T02:50:26.300000|37.76|15.116|5.0|BULLETIN-VAX||||Md|4.3|--|3 km NW Sant'Alfio (CT)|earthquake
1373869|2002-10-27T06:06:56.510000|37.719|15.164|5.0|BULLETIN-VAX||||Md|4.0|--|2 km SW Giarre (CT)|earthquake
1373989|2002-10-27T07:32:07.600000|37.792|15.11|5.0|BULLETIN-VAX||||Md|4.0|--|6 km NW Sant'Alfio (CT)|earthquake
1375019|2002-10-29T10:02:22.090000|37.625|15.119|5.0|BULLETIN-VAX||||Md|4.3|--|2 km NW Aci Sant'Antonio (CT)|earthquake
1375109|2002-10-29T11:02:36.950000|37.786|15.169|5.0|BULLETIN-VAX||||Md|4.0|--|3 km SW Piedimonte Etneo (CT)|earthquake
1375269|2002-10-29T16:39:47.510000|37.607|15.213|5.0|BULLETIN-VAX||||Md|4.0|--|Costa Catanese (Catania)|earthquake
1375299|2002-10-29T17:14:51.950000|37.667|15.143|5.0|BULLETIN-VAX||||Md|4.1|--|2 km S Santa Venerina (CT)|earthquake
1375969|2002-10-31T10:33:00.180000|41.696|14.928|10.0|BULLETIN-VAX||||ML|5.4|--|1 km SW Bonefro (CB)|earthquake
1378219|2002-11-01T15:09:02.030000|41.719|14.841|10.0|BULLETIN-VAX||||ML|5.3|--|1 km E Provvidenti (CB)|earthquake
1378239|2002-11-01T15:19:53.220000|41.742|14.848|10.0|BULLETIN-VAX||||ML|4.1|--|N Casacalenda (CB)|earthquake
1378529|2002-11-01T17:21:31.450000|41.713|14.879|10.0|BULLETIN-VAX||||ML|4.2|--|4 km SE Casacalenda (CB)|earthquake
1380199|2002-11-02T10:57:44.650000|44.576|12.263|8.8|BULLETIN-VAX||||Md|4.1|--|15 km SE Comacchio (FE)|earthquake
1381909|2002-11-04T00:35:46.760000|41.702|14.869|10.0|BULLETIN-VAX||||Md|4.2|--|4 km E Provvidenti (CB)|earthquake
1382159|2002-11-04T03:26:30.430000|41.741|14.805|10.0|BULLETIN-VAX||||Md|4.1|--|3 km NW Provvidenti (CB)|earthquake
1385959|2002-11-12T09:27:48.950000|41.679|14.799|10.0|BULLETIN-VAX||||Md|4.2|--|1 km SW Ripabottoni (CB)|earthquake
1386489|2002-11-13T10:48:03.840000|45.704|10.129|5.0|BULLETIN-VAX||||Md|4.2|--|2 km SE Sale Marasino (BS)|earthquake
1400059|2003-01-17T03:18:20.610000|44.999|14.791|10.0|BULLETIN-VAX||||ML|4.1|--|Costa Croata Settentrionale (CROAZIA)|earthquake
1409969|2003-02-04T11:51:15.290000|43.182|16.166|10.0|BULLETIN-VAX||||ML|4.2|--|Costa Croata meridionale (CROAZIA)|earthquake
1422109|2003-03-27T16:10:38.210000|43.095|15.419|10.0|BULLETIN-VAX||||ML|4.7|--|Adriatico Centrale (MARE)|earthquake
1422569|2003-03-29T17:42:15.690000|43.109|15.464|10.0|BULLETIN-VAX||||ML|5.4|--|Adriatico Centrale (MARE)|earthquake
1423239|2003-03-30T00:56:24.360000|43.17|15.435|10.0|BULLETIN-VAX||||ML|4.3|--|Adriatico Centrale (MARE)|earthquake
1423909|2003-03-30T11:09:59.850000|43.169|15.527|10.0|BULLETIN-VAX||||ML|4.6|--|Adriatico Centrale (MARE)|earthquake
1428089|2003-04-11T09:26:57.780000|44.758|8.868|8.2|BULLETIN-VAX||||Md|4.5|--|1 km SE Cassano Spinola (AL)|earthquake
1432149|2003-04-26T08:20:43.130000|43.182|15.549|10.0|BULLETIN-VAX||||ML|4.0|--|Adriatico Centrale (MARE)|earthquake
1432809|2003-04-27T19:12:38.340000|43.26|15.539|10.0|BULLETIN-VAX||||ML|4.1|--|Adriatico Centrale (MARE)|earthquake
1433679|2003-04-29T15:13:06.150000|43.254|15.572|10.0|BULLETIN-VAX||||ML|4.4|--|Adriatico Centrale (MARE)|earthquake
1442029|2003-06-01T15:45:18.040000|41.661|14.821|11.8|BULLETIN-VAX||||Md|4.1|--|3 km SE Ripabottoni (CB)|earthquake
1448829|2003-06-30T07:03:41.210000|43.651|10.189|6.5|BULLETIN-VAX||||Md|4.0|--|Costa Toscana settentrionale (Massa-Carrara, Lucca, Pisa)|earthquake
1450979|2003-07-07T15:08:04.960000|35.268|14.815|10.0|BULLETIN-VAX||||ML|4.1|--|Malta [Sea]|earthquake
1467579|2003-09-14T21:42:53.180000|44.255|11.38|8.3|BULLETIN-VAX||||Md|5.0|--|5 km E Loiano (BO)|earthquake
1484899|2003-11-14T00:21:58.500000|40.339|14.568|378.1|BULLETIN-VAX||||ML|4.6|--|Golfo di Salerno (Salerno)|earthquake
1489559|2003-12-07T10:20:33.040000|44.162|12.18|9.2|BULLETIN-VAX||||ML|4.0|--|4 km E Bertinoro (FC)|earthquake
1506349|2004-03-03T02:13:25.930000|39.826|15.197|5.0|BULLETIN-VAX||||Md|4.2|--|Costa Cilentana (Salerno)|earthquake
1519729|2004-05-05T13:39:41.800000|38.52|14.901|255.3|BULLETIN-VAX||||ML|5.3|--|Isole Eolie (Messina)|earthquake
1534989|2004-07-12T13:04:06.310000|46.357|13.637|5.0|BULLETIN-VAX||||ML|5.2|--|Confine Italia-Slovenia (SLOVENIA)|earthquake
1548529|2004-09-03T00:04:12.750000|40.701|15.684|5.0|BULLETIN-VAX||||Md|4.0|--|2 km S Ruoti (PZ)|earthquake
1551499|2004-09-14T18:09:25.900000|45.316|14.659|10.0|BULLETIN-VAX||||ML|4.4|--|Costa Croata Settentrionale (CROAZIA)|earthquake
1560879|2004-10-31T09:08:01.730000|43.025|18.003|10.0|BULLETIN-VAX||||ML|4.1|--|Bosnia and Herz. [Land]|earthquake
1564989|2004-11-24T22:59:38.550000|45.685|10.521|5.4|BULLETIN-VAX||||Mw|4.8|--|5 km NE Vobarno (BS)|earthquake
1565119|2004-11-25T06:21:18.290000|43.132|15.443|10.0|BULLETIN-VAX||||ML|4.9|--|Adriatico Centrale (MARE)|earthquake
1567389|2004-12-03T08:13:14.870000|43.087|15.504|10.0|BULLETIN-VAX||||ML|4.2|--|Adriatico Centrale (MARE)|earthquake
1570189|2004-12-17T01:42:00.950000|43.092|15.371|10.0|BULLETIN-VAX||||ML|4.2|--|Adriatico Centrale (MARE)|earthquake
1570339|2004-12-18T09:12:47.830000|40.898|10.168|10.0|BULLETIN-VAX||||ML|4.3|--|Tirreno Centrale (MARE)|earthquake
1575129|2005-01-14T07:58:11.020000|46.26|14.152|10.0|BULLETIN-VAX||||ML|4.0|--|Slovenia (SLOVENIA)|earthquake
1581959|2005-03-02T04:02:35.630000|38.635|15.485|221.4|BULLETIN-VAX||||ML|4.2|--|Tirreno Meridionale (MARE)|earthquake
1593819|2005-04-22T15:40:49.900000|35.474|15.17|7.2|BULLETIN-SISPICK||||ML|4.0|--|Malta [Sea]|earthquake
1594049|2005-04-23T19:11:41.690000|39.458|16.826|19.1|BULLETIN-SISPICK||||ML|4.1|--|2 km SW Mandatoriccio (CS)|earthquake
1594189|2005-04-24T18:33:59.360000|45.544|14.258|5.5|BULLETIN-SISPICK||||ML|4.1|--|Confine Slovenia-Croazia (SLOVENIA, CROAZIA)|earthquake
1607429|2005-07-03T23:44:42.850000|42.755|17.416|12.5|BULLETIN-SISPICK||||ML|4.4|--|Costa Croata meridionale (CROAZIA)|earthquake
1608179|2005-07-10T13:10:10.900000|42.279|19.974|12.5|BULLETIN-SISPICK||||ML|5.4|--|Albania [Land]|earthquake
1608829|2005-07-15T15:17:18.000000|44.207|12.117|22.8|BULLETIN-SISPICK||||ML|4.4|--|2 km NW Forlimpopoli (FC)|earthquake
1610229|2005-07-26T03:32:15.420000|40.003|12.711|502.1|BULLETIN-SISPICK||||ML|4.0|--|Tirreno Meridionale (MARE)|earthquake
1614579|2005-08-22T12:02:07.400000|41.365|12.446|17.4|BULLETIN-SISPICK||||Mw|4.6|--|Costa Laziale (Roma)|earthquake
1617329|2005-09-08T11:27:17.770000|46.008|6.959|2.4|BULLETIN-SISPICK||||Mw|4.2|--|V3 Monte Bianco (ITALIA, FRANCIA, SVIZZERA)|earthquake
1628869|2005-11-21T10:57:40.230000|37.597|14.105|63.2|BULLETIN-SISPICK||||ML|4.7|--|6 km W Villarosa (EN)|earthquake
1640639|2006-01-28T19:26:05.380000|43.365|17.491|10.0|BULLETIN-SISPICK||||ML|4.3|--|Bosnia and Herz. [Land]|earthquake
1645819|2006-02-27T04:34:01.830000|38.155|15.2|9.2|BULLETIN-SISPICK||||ML|4.1|--|2 km W Barcellona Pozzo di Gotto (ME)|earthquake
1649779|2006-03-24T10:43:47.670000|38.898|9|8.6|BULLETIN-SISPICK||||ML|4.1|--|Costa Sarda Meridionale (Cagliari)|earthquake
1654199|2006-04-16T21:15:02.780000|43.957|11.798|27.0|BULLETIN-SISPICK||||Mw|4.3|--|3 km SE Premilcuore (FC)|earthquake
1654309|2006-04-17T02:44:05.800000|39.572|17.14|10.0|BULLETIN-SISPICK||||Mw|4.6|--|Costa Ionica Cosentina (Cosenza)|earthquake
1661149|2006-05-10T00:44:40.220000|40.099|19.764|10.0|BULLETIN-SISPICK||||ML|4.3|--|Costa Albanese meridionale (ALBANIA)|earthquake
1664929|2006-05-29T02:20:06.260000|41.801|15.903|31.2|BULLETIN-SISPICK||||Mw|4.5|--|6 km SE Carpino (FG)|earthquake
1665249|2006-05-30T11:30:40.660000|37.63|16.519|46.0|BULLETIN-SISPICK||||ML|4.2|--|Mar Ionio Meridionale (MARE)|earthquake
1671669|2006-06-22T19:34:58.340000|39.709|16.623|10.0|BULLETIN-SISPICK||||Mw|4.5|--|Costa Ionica Cosentina (Cosenza)|earthquake
2510079|2006-08-08T21:20:03.000000|40.2|19.7|18.0|SURVEY-INGV-CSEM||||Mw|4.8|--|Costa Albanese meridionale (ALBANIA)|earthquake
1686489|2006-08-18T10:12:33.800000|40.011|19.886|10.0|BULLETIN-SISPICK||||ML|4.2|--|Costa Albanese meridionale (ALBANIA)|earthquake
1687999|2006-08-26T15:32:49.300000|41.948|19.296|10.0|BULLETIN-SISPICK||||ML|4.2|--|Costa Montenegro (MONTENEGRO)|earthquake
1689659|2006-09-01T21:50:41.130000|40.047|19.871|50.0|BULLETIN-SISPICK||||Mw|4.4|--|Costa Albanese meridionale (ALBANIA)|earthquake
1689739|2006-09-02T09:10:46.960000|40.015|19.934|10.0|BULLETIN-SISPICK||||ML|4.4|--|Costa Albanese meridionale (ALBANIA)|earthquake
1694969|2006-09-26T23:51:06.280000|42.293|19.9|10.0|BULLETIN-SISPICK||||ML|4.7|--|Albania [Land]|earthquake
1696819|2006-10-04T17:34:20.500000|42.074|15.746|36.8|BULLETIN-SISPICK||||Mw|4.1|--|Costa Garganica (Foggia)|earthquake
1700199|2006-10-21T07:04:10.010000|43.628|12.98|36.3|BULLETIN-SISPICK||||ML|4.2|--|2 km N Castelleone di Suasa (AN)|earthquake
1701219|2006-10-26T14:28:36.580000|38.658|15.495|220.7|BULLETIN-SISPICK||||Mw|5.8|--|Tirreno Meridionale (MARE)|earthquake
1702549|2006-11-03T10:50:55.680000|36.366|19.391|43.5|BULLETIN-SISPICK||||ML|4.8|--|Mar Ionio Meridionale (MARE)|earthquake
1702809|2006-11-05T17:14:53.850000|39.69|13.819|459.8|BULLETIN-SISPICK||||Mw|4.7|--|Tirreno Meridionale (MARE)|earthquake
1703079|2006-11-07T11:13:35.640000|35.878|18.324|59.8|BULLETIN-SISPICK||||ML|4.6|--|Mar Ionio Meridionale (MARE)|earthquake
1706169|2006-11-23T13:31:53.910000|35.883|12.679|28.1|BULLETIN-SISPICK||||Mw|4.6|--|Canale di Sicilia meridionale (MARE)|earthquake
1706309|2006-11-24T04:37:39.730000|36.232|15.796|11.7|BULLETIN-SISPICK||||Mw|4.2|--|Mar Ionio Meridionale (MARE)|earthquake
1709079|2006-12-10T11:03:41.570000|42.008|16.281|33.2|BULLETIN-SISPICK||||Mw|4.2|--|Costa Garganica (Foggia)|earthquake
1719349|2007-02-03T10:49:11.450000|43.318|17.863|10.0|BULLETIN-SISPICK||||ML|4.2|--|Bosnia and Herz. [Land]|earthquake
1719609|2007-02-05T08:30:04.380000|45.075|15.11|10.0|BULLETIN-SISPICK||||Mw|4.3|--|Costa Croata Settentrionale (CROAZIA)|earthquake
1723399|2007-02-22T06:03:04.250000|39.985|15.558|302.5|BULLETIN-SISPICK||||Mw|4.4|--|Golfo di Policastro (Salerno, Potenza)|earthquake
1733369|2007-04-10T19:17:32.070000|36.926|12.912|21.6|BULLETIN-SISPICK||||Mw|4.1|--|Canale di Sicilia meridionale (MARE)|earthquake
2509899|2007-04-16T07:38:53.000000|41.2|19.9|26.0|SURVEY-INGV-CSEM||||Mw|4.7|--|Albania|earthquake
1744519|2007-05-25T09:39:46.280000|39.658|16.834|10.0|BULLETIN-SISPICK||||Mw|4.2|--|Costa Ionica Cosentina (Cosenza)|earthquake
1753119|2007-07-04T23:55:32.570000|38.831|15.265|279.3|BULLETIN-SISPICK||||Mw|5.2|--|Isole Eolie (Messina)|earthquake
1756559|2007-07-18T10:54:13.310000|43.769|15.376|20.0|BULLETIN-SISPICK||||ML|4.2|--|Costa Croata Settentrionale (CROAZIA)|earthquake
1757859|2007-07-22T17:26:03.610000|41.905|13.671|15.7|BULLETIN-SISPICK||||ML|4.0|--|4 km SW Lecce nei Marsi (AQ)|earthquake
1759939|2007-07-30T19:05:43.080000|44.898|10.003|20.5|BULLETIN-SISPICK||||Mw|4.2|--|3 km E Alseno (PC)|earthquake
1760239|2007-08-01T00:07:54.920000|39.003|17.176|10.0|BULLETIN-SISPICK||||Mw|4.2|--|Costa Ionica Crotonese (Crotone)|earthquake
1763779|2007-08-18T14:04:07.980000|38.275|15.173|10.9|BULLETIN-SISPICK||||Mw|4.1|--|Costa Siciliana nord-orientale (Messina)|earthquake
2509959|2007-09-05T05:08:13.000000|41.4|19.4|28.0|SURVEY-INGV-CSEM||||Mw|4.6|--|Costa Albanese settentrionale (ALBANIA)|earthquake
1783929|2007-11-24T08:46:06.000000|41.278|19.979|10.0|BULLETIN-SISPICK||||Mw|4.0|--|Albania|earthquake
1785139|2007-12-01T07:14:22.450000|39.978|15.85|280.7|BULLETIN-SISPICK||||Mw|4.6|--|6 km NE Aieta (CS)|earthquake
1785159|2007-12-01T12:48:36.700000|42.46|16.43|10.0|BULLETIN-SISPICK||||ML|4.0|--|Adriatico Centrale (MARE)|earthquake
1788859|2007-12-28T04:05:43.550000|44.51|10.133|19.5|BULLETIN-SISPICK||||ML|4.1|--|5 km NE Corniglio (PR)|earthquake
1798789|2008-02-21T05:00:05.430000|37.52|17.99|44.3|BULLETIN-SISPICK||||ML|4.2|--|Mar Ionio Meridionale (MARE)|earthquake
1801889|2008-03-01T07:43:13.080000|44.063|11.253|3.8|BULLETIN-SISPICK||||Mw|4.5|--|7 km N Barberino di Mugello (FI)|earthquake
1802089|2008-03-01T08:43:46.600000|44.046|11.227|5.2|BULLETIN-SISPICK||||Mw|4.0|--|5 km N Barberino di Mugello (FI)|earthquake
1807619|2008-03-26T09:19:30.570000|44.342|9.81|72.2|BULLETIN-SISPICK||||Mw|4.0|--|4 km E Zeri (MS)|earthquake
1809769|2008-04-08T17:20:01.060000|39.158|16.525|9.8|BULLETIN-SISPICK||||Mw|4.1|--|10 km E Parenti (CS)|earthquake
1830419|2008-07-02T09:17:50.220000|36.152|12.665|10.0|BULLETIN-SISPICK||||ML|4.0|--|Canale di Sicilia meridionale (MARE)|earthquake
1861579|2008-10-30T15:49:28.990000|38.895|15.435|243.7|BULLETIN-SISPICK||||ML|4.1|--|Tirreno Meridionale (MARE)|earthquake
1865609|2008-11-20T14:09:20.610000|39.169|17.373|26.9|BULLETIN-SISPICK||||ML|4.0|--|Costa Ionica Crotonese (Crotone)|earthquake
1866359|2008-11-28T23:39:22.220000|37.617|13.823|35.3|BULLETIN-SISPICK||||ML|4.2|--|5 km SW Villalba (CL)|earthquake
1868979|2008-12-17T21:57:42.870000|39.168|15.586|269.4|BULLETIN-SISPICK||||ML|5.1|--|Tirreno Meridionale (MARE)|earthquake
1870169|2008-12-23T15:24:21.770000|44.544|10.345|22.9|BULLETIN-SISPICK||||Mw|4.9|--|5 km SE Neviano degli Arduini (PR)|earthquake
1870749|2008-12-23T21:58:26.570000|44.527|10.355|23.7|BULLETIN-SISPICK||||Mw|4.4|--|5 km N Vetto (RE)|earthquake
1870899|2008-12-23T23:37:06.000000|44.582|10.256|19.4|BULLETIN-SISPICK||||ML|4.0|--|4 km S Langhirano (PR)|earthquake
1888009|2009-03-07T18:51:20.140000|41.177|19.495|10.0|BULLETIN-SISPICK||||ML|4.1|--|Costa Albanese settentrionale (ALBANIA)|earthquake
1891609|2009-03-25T12:23:25.900000|40.247|19.647|30.8|BULLETIN-SISPICK||||ML|4.3|--|Costa Albanese meridionale (ALBANIA)|earthquake
1892309|2009-03-30T13:38:38.960000|42.321|13.376|9.8|BULLETIN-SISPICK||||Mw|4.0|--|4 km SW L'Aquila (AQ)|earthquake
1894839|2009-04-05T20:20:53.350000|44.23|11.913|24.5|BULLETIN-SISPICK||||Mw|4.5|--|7 km NW Castrocaro Terme e Terra del Sole (FC)|earthquake
1895389|2009-04-06T01:32:40.400000|42.342|13.38|8.3|BULLETIN-SISPICK||||Mw|6.1|--|2 km SW L'Aquila (AQ)|earthquake
1895409|2009-04-06T01:36:29.190000|42.352|13.346|9.7|BULLETIN-SISPICK||||ML|4.7|--|4 km W L'Aquila (AQ)|earthquake
1895419|2009-04-06T01:40:50.650000|42.417|13.402|11.0|BULLETIN-SISPICK||||ML|4.1|--|7 km N L'Aquila (AQ)|earthquake
1895429|2009-04-06T01:41:32.690000|42.377|13.319|8.5|BULLETIN-SISPICK||||ML|4.0|--|5 km E Scoppito (AQ)|earthquake
1895439|2009-04-06T01:41:37.770000|42.364|13.456|8.7|BULLETIN-SISPICK||||ML|4.3|--|5 km E L'Aquila (AQ)|earthquake
1895449|2009-04-06T01:42:49.970000|42.3|13.429|10.5|BULLETIN-SISPICK||||ML|4.2|--|4 km W Ocre (AQ)|earthquake
1895879|2009-04-06T02:37:04.250000|42.36|13.328|8.7|BULLETIN-SISPICK||||Mw|4.9|--|6 km W L'Aquila (AQ)|earthquake
1896349|2009-04-06T03:56:45.700000|42.335|13.386|9.3|BULLETIN-SISPICK||||Mw|4.3|--|2 km SW L'Aquila (AQ)|earthquake
1897629|2009-04-06T07:17:10.140000|42.356|13.383|9.0|BULLETIN-SISPICK||||Mw|4.1|--|1 km W L'Aquila (AQ)|earthquake
1901099|2009-04-06T16:38:09.730000|42.363|13.339|10.0|BULLETIN-SISPICK||||Mw|4.3|--|5 km W L'Aquila (AQ)|earthquake
1903809|2009-04-06T23:15:36.760000|42.463|13.385|9.7|BULLETIN-SISPICK||||Mw|5.0|--|8 km E Pizzoli (AQ)|earthquake
1906339|2009-04-07T09:26:28.610000|42.336|13.387|9.6|BULLETIN-SISPICK||||Mw|4.9|--|2 km SW L'Aquila (AQ)|earthquake
1908319|2009-04-07T17:47:37.340000|42.303|13.486|17.1|BULLETIN-SISPICK||||Mw|5.4|--|1 km N Fossa (AQ)|earthquake
1909629|2009-04-07T21:34:29.770000|42.364|13.365|9.6|BULLETIN-SISPICK||||Mw|4.3|--|3 km W L'Aquila (AQ)|earthquake
1916789|2009-04-09T00:52:59.690000|42.489|13.351|11.0|BULLETIN-SISPICK||||Mw|5.2|--|5 km SE Capitignano (AQ)|earthquake
1917479|2009-04-09T03:14:52.260000|42.335|13.444|17.1|BULLETIN-SISPICK||||Mw|4.2|--|4 km E L'Aquila (AQ)|earthquake
1917839|2009-04-09T04:32:45.050000|42.445|13.434|9.8|BULLETIN-SISPICK||||Mw|4.1|--|11 km N L'Aquila (AQ)|earthquake
1921649|2009-04-09T19:38:16.960000|42.504|13.35|9.3|BULLETIN-SISPICK||||Mw|5.0|--|4 km E Capitignano (AQ)|earthquake
1940059|2009-04-13T21:14:24.470000|42.498|13.377|9.0|BULLETIN-SISPICK||||Mw|4.8|--|7 km E Capitignano (AQ)|earthquake
1961599|2009-04-19T12:39:50.080000|44.735|7.868|45.3|BULLETIN-SISPICK||||ML|4.1|--|2 km NW Pocapaglia (CN)|earthquake
1971139|2009-04-23T21:49:00.840000|42.228|13.486|9.7|BULLETIN-SISPICK||||Mw|4.2|--|1 km SW Rocca di Cambio (AQ)|earthquake
1990599|2009-05-05T01:39:25.000000|47.7|7.7|17.0|CSEM||||ML|4.3|--|Germany [Land]|earthquake
1994989|2009-05-07T21:27:15.000000|47.6|15.7|10.0|CSEM||||Mw|4.4|--|Austria (AUSTRIA)|earthquake
2040129|2009-06-21T11:20:03.030000|43.394|17.339|5.8|BULLETIN-SISPICK||||ML|4.8|--|Bosnia and Herz. [Land]|earthquake
2040909|2009-06-22T20:58:40.270000|42.445|13.354|13.8|BULLETIN-SISPICK||||Mw|4.4|--|5 km E Pizzoli (AQ)|earthquake
2063869|2009-07-12T08:38:51.370000|42.328|13.379|10.1|BULLETIN-SISPICK||||Mw|4.2|--|3 km SW L'Aquila (AQ)|earthquake
2064219|2009-07-12T14:48:20.390000|40.237|19.586|34.1|BULLETIN-SISPICK||||ML|4.1|--|Costa Albanese meridionale (ALBANIA)|earthquake
2077959|2009-07-28T23:34:55.130000|41.397|18.814|10.0|BULLETIN-SISPICK||||ML|4.2|--|Adriatico Meridionale (MARE)|earthquake
2084029|2009-08-06T15:36:44.440000|41.648|13.669|15.7|BULLETIN-SISPICK||||Mw|4.0|--|3 km S Fontechiari (FR)|earthquake
2092659|2009-08-21T13:39:56.910000|41.847|19.19|10.0|BULLETIN-SISPICK||||Mw|4.8|--|Costa Montenegro (MONTENEGRO)|earthquake
2102799|2009-09-07T21:26:29.690000|38.728|14.044|25.5|BULLETIN-SISPICK||||Mw|4.7|--|Tirreno Meridionale (MARE)|earthquake
2103069|2009-09-08T19:39:40.500000|43.264|18.004|10.0|BULLETIN-SISPICK||||ML|4.0|--|Bosnia and Herz. [Land]|earthquake
2105009|2009-09-14T20:04:31.030000|44.025|11.275|7.0|BULLETIN-SISPICK||||Mw|4.2|--|4 km NE Barberino di Mugello (FI)|earthquake
2105479|2009-09-15T08:37:40.000000|41.15|19.48|2.0|CSEM||||ML|4.3|--|Costa Albanese settentrionale (ALBANIA)|earthquake
2107499|2009-09-20T03:50:17.320000|43.399|13.418|37.8|BULLETIN-SISPICK||||Mw|4.5|--|2 km SW Montefano (MC)|earthquake
2126009|2009-11-01T08:33:15.390000|37.514|17.984|39.8|BULLETIN-SISPICK||||ML|4.4|--|Mar Ionio Meridionale (MARE)|earthquake
2127569|2009-11-07T07:10:05.560000|37.634|13.851|34.0|BULLETIN-SISPICK||||ML|4.1|--|3 km S Villalba (CL)|earthquake
2127869|2009-11-08T06:51:16.410000|37.847|14.557|7.6|BULLETIN-SISPICK||||Mw|4.4|--|6 km NE Cerami (EN)|earthquake
2128799|2009-11-11T03:43:34.000000|40.4|19.9|2.0|CSEM||||ML|4.1|--|Albania|earthquake
2134369|2009-11-23T02:27:08.650000|39.552|15.55|306.1|BULLETIN-SISPICK||||ML|4.1|--|Tirreno Meridionale (MARE)|earthquake
2140119|2009-12-15T13:11:58.980000|43.007|12.271|8.8|BULLETIN-SISPICK||||Mw|4.2|--|12 km NW Marsciano (PG)|earthquake
2140909|2009-12-19T05:36:28.790000|37.771|14.954|24.7|BULLETIN-SISPICK||||ML|4.3|--|10 km SE Maletto (CT)|earthquake
2141179|2009-12-19T09:01:16.460000|37.782|14.974|26.9|BULLETIN-SISPICK||||ML|4.4|--|11 km SE Maletto (CT)|earthquake
2145419|2010-01-10T08:33:35.640000|43.119|13.445|16.9|BULLETIN-SISPICK||||ML|4.0|--|3 km W Falerone (FM)|earthquake
2146189|2010-01-12T08:25:11.320000|43.119|13.451|17.1|BULLETIN-SISPICK||||Mw|4.1|--|2 km NW Falerone (FM)|earthquake
2146659|2010-01-12T13:35:45.290000|43.135|13.433|18.1|BULLETIN-SISPICK||||Mw|4.1|--|3 km W Montappone (FM)|earthquake
2153639|2010-02-11T02:25:51.390000|42.204|19.509|10.0|BULLETIN-SISPICK||||ML|4.8|--|Albania [Land]|earthquake
2166809|2010-04-02T20:04:45.100000|37.797|15.151|3.4|BULLETIN-SISPICK||||ML|4.0|--|3 km SW Piedimonte Etneo (CT)|earthquake
2197139|2010-05-27T06:34:18.160000|39.688|13.85|616.5|BULLETIN-SISPICK||||ML|4.0|--|Tirreno Meridionale (MARE)|earthquake
2211919|2010-06-20T23:13:51.460000|43.703|17.113|10.0|BULLETIN-SISPICK||||ML|4.4|--|Bosnia and Herz. [Land]|earthquake
2221459|2010-07-09T22:15:10.460000|41.137|19.761|10.0|BULLETIN-SISPICK||||ML|4.7|--|Costa Albanese settentrionale (ALBANIA)|earthquake
2240189|2010-08-16T12:54:47.050000|38.41|14.919|16.9|BULLETIN-SISPICK||||Mw|4.6|--|Isole Eolie (Messina)|earthquake
2244869|2010-08-28T07:08:03.250000|42.834|12.654|6.7|BULLETIN-SISPICK||||Mw|4.1|--|2 km NW Castel Ritaldi (PG)|earthquake
2255569|2010-09-15T02:23:13.750000|45.567|14.259|10.0|BULLETIN-SISPICK||||ML|4.0|--|Confine Slovenia-Croazia (SLOVENIA, CROAZIA)|earthquake
2257019|2010-09-17T12:20:17.750000|41.472|15.623|6.0|BULLETIN-SISPICK||||Mw|4.2|--|7 km E Foggia (FG)|earthquake
2269459|2010-10-13T22:43:14.740000|44.205|12.383|26.5|BULLETIN-SISPICK||||Mw|4.0|--|1 km W Cesenatico (FC)|earthquake
2270099|2010-10-15T05:21:19.820000|38.873|16.633|37.2|BULLETIN-SISPICK||||Mw|4.3|--|5 km SE Catanzaro (CZ)|earthquake
2280639|2010-11-03T18:13:02.980000|39.983|13.274|505.6|BULLETIN-SISPICK||||ML|5.4|--|Tirreno Meridionale (MARE)|earthquake
2284279|2010-11-10T08:22:45.220000|35.162|14.195|10.0|BULLETIN-SISPICK||||ML|4.0|--|Malta [Sea]|earthquake
2285569|2010-11-13T18:24:59.000000|35.08|9.42|10.0|CSEM||||ML|4.6|--|Tunisia|earthquake
2294889|2010-12-21T08:56:29.000000|43.18|18.94|2.0|CSEM||||ML|4.0|--|Montenegro [Land]|earthquake
